lda_1,income
-1.3197908946292118,0
-2.2733630998389285,0
0.5564608769825969,1
-1.5858724871444159,0
-1.6724948275550777,0
-1.4791490352475378,0
-1.2754793463823502,0
2.200889063880422,1
0.3229974026288007,1
-2.3286867301179868,0
0.144380873075384,0
-1.754309176852697,0
-0.46196722706743276,0
-1.4829953460905956,1
0.9745603114904386,1
-2.1880618154926212,0
-0.4083134520538806,0
-1.6644331797953555,0
-1.5803941879374397,0
0.08732892160162864,0
-0.14928850743895433,0
-1.9656915000874875,0
0.8117891904951542,0
-1.9810170919989663,0
0.3015473085800115,0
-1.404696287412329,0
-1.6732276716294505,0
-1.6051822246123124,0
0.9204551338258828,0
1.536471255312073,1
1.4956232417226283,0
0.9995993706808937,1
0.3853340434891182,0
-1.7846249177472973,0
-1.410340784517233,0
1.5613664533901006,1
-2.027876273536103,0
-1.4573826067283915,0
-2.0383634802791155,0
0.5772066971832117,0
-0.9172691552287642,0
-1.8739571481712343,0
-1.4021629793374215,0
1.9624936794787675,1
-1.475506705765259,0
-0.8620008834472692,0
1.5351836213102157,1
0.10363697164565716,0
-3.462923151597117,0
-1.6297504077683553,0
-0.1927656623463821,0
-1.292213136650148,0
-1.2969851614980066,0
-1.8217197044208284,0
-1.1256650284655485,0
-0.8454824085475862,0
1.1186496428349444,1
-0.1588116085114154,1
-2.386897413484251,0
-1.3887407497315167,0
1.103738528497782,1
-0.2999149274141063,0
-2.0186335800843396,0
-1.5092684859787304,0
-0.2634281272361858,0
-1.4463022562958445,0
-0.5329499560850577,0
-1.4197032635680196,0
1.4349291514737343,1
-1.8541577709095167,0
-0.7622162030204925,0
-1.3357749474872052,0
1.4665447626198822,1
-0.7482095996981626,0
-0.03230441537182688,0
-1.8268633289916751,0
1.6134418221108418,1
-1.325390228080345,0
1.067564941202401,1
-1.2547786926333573,0
-2.0045379552694587,0
-0.13777353869035935,1
-1.7985181970967137,0
-1.6295437092504599,1
-1.9537997586215792,0
-1.6374359390315496,0
0.3710727810059905,1
-1.5270684601077273,0
-1.1574645466157376,0
1.6136900119574198,1
-1.9913901805816001,0
0.7215480531745704,1
-1.177680425666174,0
-1.7844775519709064,0
0.7116819419859847,1
-0.35429999790082656,1
-1.803112735487081,0
-1.6476434224227061,0
-0.588491146196988,0
-1.897363416381413,0
-1.8003151476749333,0
-0.280360292020523,0
-2.0691551374018156,0
0.28195535540976663,1
-1.5924883776428231,0
-1.5289018654348367,0
0.6565509938666083,0
-2.3996118044202337,0
0.2610924543078047,0
1.8830662257522304,1
-2.4170457696690515,0
0.203854402527185,1
4.37189684482266,0
1.38902210539471,1
-0.9271996965631502,0
-2.9319115437368812,0
0.4863757579706752,0
-1.7068741142000534,0
-2.035524215757362,0
-0.5895768242005676,0
-1.2015641940337856,0
-0.08751397444534592,1
-2.2427434184753743,0
-2.442255361026622,0
-0.6947053495762343,1
-0.6543648320477663,1
-1.2972796929975585,0
-0.9741674122878852,0
-1.3243526358856395,0
1.7673584380743903,1
0.03608177542899732,0
0.9373776678501854,1
-1.6479212816325592,0
1.115651072134354,0
-1.0400421709636467,0
-1.58637197246513,0
-0.7618482998977039,0
-2.017595407375911,0
-1.1770383100529342,0
-1.2951362735844036,0
0.4199562695233724,0
1.6556148762641207,1
-1.5586705420465912,0
-1.8506010068118284,0
-1.2996761646051798,0
1.5092245141258371,1
0.554461431568991,0
-1.764099594231841,0
-0.13903991987293798,1
-0.9534969367545876,0
1.8389759279702846,1
-0.04621417935431915,1
-0.0051846204506773574,1
2.022953479470837,1
-3.392599186272792,0
-0.0511583852395624,0
1.9836721674746842,1
-1.1920047661874957,0
-1.0248334884641943,0
-1.7876702102328808,0
-0.5391841738081116,1
-2.508609788182845,0
-1.9880372225016325,0
0.012976372616805953,1
1.377907038578198,0
0.45096735567889157,0
0.9019096610672825,1
-1.4615409290574777,0
0.2495309041284977,1
-1.4683993827878563,0
0.35263078103510753,0
-1.856989225676778,0
-0.447016766320131,0
-0.29983630724948335,0
-2.11317235840262,0
1.6231449180470703,1
-0.8042599477843414,0
-0.13448313171005277,1
-0.11309754393034865,0
-1.8266122448757858,0
-1.8496953968907093,0
-2.0350114785725375,0
-0.773587892711217,0
-0.6296666147448446,1
0.8159337597162573,0
0.5655654422617147,1
-1.3351122230653474,0
-0.3557606191926175,0
0.9546559506576109,1
1.784253382255559,1
1.7724638097679346,1
-1.1145515276813636,0
-0.6356796874197255,0
-0.7534865217386693,0
-0.6869862943378849,0
-0.06627117166923324,0
-1.60523997470876,1
1.017748567177371,1
-1.3400396006945363,0
-1.4497597375264701,0
-2.253322055264938,0
-0.9349771348648245,0
-1.8885722990838585,0
0.6011926967473644,1
-2.086781211315238,0
-1.2547543221543052,1
0.8159252988144514,1
0.21775480683582263,0
-1.1611438155890852,0
-1.9118287775025546,0
-1.4686568076641706,0
-1.6431941894256907,0
1.0390440715272535,0
-1.7976907372419162,0
-0.42387359175017475,0
0.19215060371854498,0
-1.1814842586887437,1
0.3194690082137498,0
-2.4753920797258937,0
0.8781618545848502,0
-1.3633604284644627,0
-0.37582303866808636,1
-0.8150258896789371,0
1.3659872053974818,1
-2.0552061230629137,0
-0.6902499754149967,0
-0.5919623333920133,1
-0.8247839113214482,0
0.18763189501001254,0
-0.14543814911278663,0
0.10941041775827465,1
-0.4592740493522709,0
0.9129589261286557,1
-0.31428895430690196,0
1.3621353752280028,0
-1.350811445775081,0
-1.545825902276527,0
-1.619565467529788,0
-0.03149109731215641,0
-1.1587947227540742,0
-2.103402194769983,0
1.4198440155745107,0
-2.5194128279471606,0
-1.1874185046338597,0
0.8983222565679269,1
-1.6694288891001747,0
-1.862504721212747,0
-1.84601073099272,0
-2.4548537408541584,0
0.6120566426023578,0
-0.450058490885218,0
-1.5968528227800638,0
-0.2319668227820022,0
-0.13345643781938277,0
-2.1935914229042037,0
-1.220673491539479,0
-1.325431111803099,0
-0.9356702582195231,0
-1.8366853475943268,0
-0.7290646375026608,1
-0.6134232416019637,1
1.5918237851845487,1
-1.1381102029775112,0
-1.5283911923675424,0
-1.285048228769045,0
-1.970002630991003,0
-0.37668790717314304,0
-1.3950169779962605,0
1.3309469180045759,1
-0.05001697225201307,0
-1.9480927561688035,0
0.41367790607698796,1
2.3804404661061676,1
-1.7293316800579936,0
1.6464326014698054,0
0.2863670643688643,0
-0.611784555505459,0
-2.1393707578022454,0
0.7225628628170764,0
-0.6829261824560049,0
1.079005334063663,1
-0.5344428341315508,0
-0.0936525944212932,0
-1.4936752637294064,0
-1.1378679036300114,0
-1.4311859588121032,0
-0.2046582510827445,1
1.25877289371951,0
-0.6468559965520702,0
-0.9475024282951314,0
-1.0269262555315788,0
-1.7443790817339082,0
0.4384746439148426,0
-2.0979369805473818,0
0.25241796509930614,1
-1.7683254205742525,0
-2.464034470583988,0
-0.01560681399171071,0
0.7050416605818373,1
-1.8324208592331703,0
-0.9222889382077175,0
-2.2163095533891095,0
-1.5361678241695835,0
1.3658847426946972,1
-1.6610900008162308,0
-0.29871696866561687,0
0.10022012189844104,0
-0.7971786497541393,0
-1.7003065274818825,0
-0.9859711379264826,0
0.45190463154617566,0
-1.746555745634648,0
-1.6338331149349228,0
-1.9666167999669253,0
4.1303104869659935,0
-1.9375977587603705,0
-1.8348944715339157,0
0.17806513232932625,0
-1.7027145682963887,0
0.4069097560926562,0
-1.902936361147107,0
-0.46867790017949706,0
-0.2946227996881281,1
-2.1901505093793716,0
-1.5424522060477392,0
-1.5971518523108852,0
-1.6168490659927939,0
-1.9367868655938523,0
-2.085266569407694,0
-1.8338717199418473,0
2.0778512471560715,0
-1.662093271703312,0
-1.8340290355023103,0
-1.395915879272554,0
-0.5104297462377978,0
-1.1034085087924486,0
1.7964698765502811,1
-1.1423072238166767,1
-2.118870401366099,0
0.24974829617166316,1
0.3513368797520156,0
-1.489023870485664,0
-2.0994405331273,0
-2.0101359297613,0
0.2370834817686679,0
-1.0856792137159752,0
-1.4900980508321058,0
0.8587588746439949,0
-0.4712490522332965,0
-0.6396774262911047,0
-1.7226292445728315,0
-2.7802483957891866,0
-1.1985864290999095,0
0.9285217289504892,0
0.495937250473796,0
-1.4946720354090952,0
-1.2512676574228392,0
0.017382354700432978,1
-2.3655811285269577,0
